index,content,NER,time
511,us Aussies will have to supply you with gameplays p,,13 năm trước
512,@TheLPGamerlooo you are rightjust that i don't want any swat team in my home,,13 năm trước
513,I uploaud PLaythroughs of Games and I have al lot of People that inform me that they actualla bought the Game because I showd them,,13 năm trước
514,@TheGraduate2ol2 i understand it does leave out some ppl but hey it far exceeds anything else out there and im grateful for it,,13 năm trước
515,Oh no i'm so sorry hollywood might have to lose out on $5 if i watch phil on youtube WTF??,,13 năm trước
516,@GamingTopTen you heard?,,12 năm trước
517,@CptLolles If the US lost its internet the whole world screwed,,13 năm trước
518,@TheExplosiveWater no its not watch the video,,13 năm trước
519,yes yea i will send this to everyone i will this is serious im not gonna lie ill send it to EVERONE im so scared i dont want to delete my videos!!!! my camra isnt working so ill have no videos to put on!! my friend Materofaudiosurf has ALOT i mean ALOT of lets plays i wont be able to watch them?! this aint right!!! *breaths haevily*,,12 năm trước
520,@TwistedBlackAQW Not to mention fan made music videos,,12 năm trước
521,Minecraft will not be shut down,,12 năm trước
522,@buggingyou Why wouldn't that directly affect you? The internet is international Say if they passed this stupid bill and removed machinima's website and videos from youtube that content is gone Its not like they block it But I do agree this bill is in fact a waste of time and me an american paying taxes for the government to debate over freedom of information without knowing what will inevitably happen to bussiness ie IGN is just outright unconstituntional,,13 năm trước
523,@PsychoBurgundy6 Why the hell would the government or the companies that make these games want to stop people from covering them? These videos are basically free advertising If game companies really wanted to stop it they would have requested that youtube pull videos down but they haven't because they aren't bothered by it The government don't give a shit either way because no one from the industry is lobbying for this This bill is only being noticed by us because it didn't exclude games,,13 năm trước
524,@ZRawrl Yeah and that led to the worst internet hack in history,,12 năm trước
525,brb creating a stream website in europe,,13 năm trước
526,this bill is complete bullshit just because the goverment have no money they will make up shit laws recording videos and walkthroughs promote games to make more money and improve gameplay without videos we could just buy a random game and find out its complete crap,,12 năm trước
527,well to bad government! anonymous will fight you as hard as they can for as long as they can,,12 năm trước
528,@solidvipersnake But I am a video game playthrough guy It helps sell the video games better!! Why do you think I bought most of my games?!,,13 năm trước
529,I agree with SoldierofthePLA hell will break lose,,12 năm trước
530,If this bill is passed YouTube is not FUCKED the internet is not FUCKED life as we know it is FUCKED!!!!!!,,13 năm trước
531,Rooster Teeth would collapse 0_0,,12 năm trước
532,nooooooooooooo they cant if they do what will we do with are lives,,13 năm trước
533,@crustylione2l Believe me if this bill DOES get passedI WILL END THEM!,,13 năm trước
534,@TillDeathAndBack anonymous? all they can do to prevent it? theyre just a bunch of 12 year old kids using voice changers we just need to go against it with petitions not get some kids and do all they can do to prevent just sign petitions,,13 năm trước
535,fully agree with you dsp! this needs to be stoped!,,11 năm trước
536,Came from Downloaded an app on Chrome Got to Javaand SUPPORTED SOPA!!!FUCK YOU JAVA! got to Free Bieberpoor bieberwe know hes gaybut we must free him! got here!,,12 năm trước
537,oh and a xbox,,13 năm trước
538,@hungryhungrymetroid I thought it still was,,13 năm trước
539,For unreleased games I say ok or games that are in beta or alpha But for games that have already been released who cares? Everyone knows about Black Ops why shouldn't there be gameplay? I bought the game it's mine! It belongs to me now not the developer or the publisher,,13 năm trước
540,I'm canadian so I can't do anything about it,,12 năm trước
541,DSP looks like ethan mars,,11 năm trước
542,@roojolel2e Lol exactly,,13 năm trước
543,I will deffentley be a rebel,,12 năm trước
544,GAME is not going to refund us for game's we preorder So there as bad as the people who stealing the videogamemovies so right's to they have to not refund us ? There not going to get more people to buy game's if they dont give the money back Or if they cant why not change the prorder games to gamemicrsoft point ? That they already have ?,,12 năm trước
545,WHAT A FUCKEN STUPID LAW You don't know how many times I bought a game just because I watch some play through I can't just have trailers to show me weather I should buy it I need to see actual footage of a game! Lets see valve take time out of there work to make a play through to show me why I should buy the game instead of trailers which or actually not part of the game,,13 năm trước
546,@Darinltg kk so let me get this straight you agree just because 20 ppl don't buy games because of playthroughs yet out of the 6000000 that actually BUY games Xx,,13 năm trước
547,@olLisler oh it sure is,,12 năm trước
548,@Darinltg you do realize that those eople who dont watch the videos but dont want to play will go downlad a pirated copy or emulated version of the game right? in other words you have fre advertisement versus TRUE piracy which one is the real crime darynltg?,,13 năm trước
549,lol google and microsoft could go out of business for this cause no one will buy pc's or go online,,12 năm trước
550,I call haxrus 3,,12 năm trước
551,Somebody get Anonymous on the phone,,12 năm trước
552,Wow people keep panicking over nothingall this basically does is to strengthen consequences of already stated copyright laws and as long as the other people don't give a crap of these videos nothing's gonna happen they won't send FBI agents to hunt down every single video out there you know? So just like now unless a company calls you out to take down the content it doesn't really matter Man you people like to exaggerate stuff,,13 năm trước
553,this is the 99 all over again,,12 năm trước
554,Lol it'll shut down Bieber,,13 năm trước
555,Ever heard of ROBLOX? Thay implemented a feature that directly takes footage from the game you make your own stuff Who's copyright is it? Analyze that Also they're worrying about THIS!? We're running out of time to approve a budget!,,13 năm trước
556,@lakerskid2ole as long as you do not profit from it it shouldn't affect you,,13 năm trước
557,@NotStoopido228 heyyy you don't have to do that,,12 năm trước
558,@jaynoureddinla communism has nothing to do with the bill,,13 năm trước
559,@solidvipersnake Dude I already know that but I bought that game Still i will post that,,13 năm trước
560,@impossiblebeats Reply removed by Hollywood,,13 năm trước
561,For some reason gay dudes can get married and shit and gamers aren't allowed to put gaming videos on youtube? If this happens I'm moving to another country,,12 năm trước
562,Wait a sec what about foreigners Youtube? How the fuck a US law will make illegal a video that is not even from their own country? Damn,,12 năm trước
563,@rayvalmore good to know bud,,13 năm trước
564,@bleedingxxaurora I have been doing extensive research for the past 3 days and found nothing! especially that i need legit websites to back up,,12 năm trước
565,they only shoud ban tv shows and movies there is aready a damn BILL about that because streaming movies do get copyright clames so this is only time wasting what weird is uploads dont get it that much if you go on justintv there are many ppl banned because of copy right clames,,12 năm trước
566,Sparc Mac sent me here D,,13 năm trước
567,Guys go to ngt thegunnshop and like the vidio aboutthis bill watch it and u will understand check it out,,13 năm trước
568,@OhLookNoNumbers actually I against it and I not a teenager I'm 28 years old,,13 năm trước
569,Ok so if you were to buy a coop game like army of 2 and play it with a friend then that's fine However he didnt pay for the enjoyment of the game at all but if you put it on YouTube then no that's not ok? Wait what?!?,,13 năm trước
570,hey! explains how obamacare got passed!,,12 năm trước
571,@mollymoomillk NO,,12 năm trước
572,phill needs to shave,,13 năm trước
573,@charliedelta6 Okay then,,13 năm trước
574,i need this tee shirt,,5 năm trước
575,@LPrulz6lg Or it could be the opposite like 23401 LIKE this so they want it to be passed O_O,,13 năm trước
576,@lolshitz nobody seems to really care,,13 năm trước
577,no more nintendo!!!! 0!!!,,12 năm trước
578,@napstere8s but the makers have a partnership with bunjie so it shouldent be a problemhopefully D,,12 năm trước
579,I'm guessing the freedom of speech is fucked?,,12 năm trước
580,@eroksyoursocks save our economy take out our military of the middle east and the war on the drugs and focus on defending the USA not the middle east,,13 năm trước
581,It is important to quality control your videos before posting! Your message is wrong also,,11 năm trước
582,Say Goodbye to Kids Bop D,,13 năm trước
583,is this a US constitution bill or does that apply to canadaeuropeaustralia too?,,12 năm trước
584,sshhhtreaming video games??? NONSSHHENSSHE,,13 năm trước
585,this is an issue that will hurt you tube as much as the people posting on it so i doubt if it will happen but if it were not for that then we would be screwed like a pooch,,8 năm trước
586,i got a reply from my Senator!,,13 năm trước
587,@PsychoBurgundy6 If anyone users in the prison our country would been in bankrupt and our country would be in default,,13 năm trước
588,I only buy games I see on youtube where else can I see the newest game's I bought mw2 infamous deadspace 12 battlefield 12 black ops halo to list a few not to mention buying the pse in the first place guess I would of saved some money if this bill was in place but they would of lost money hmmm?,,13 năm trước
589,Paypig gang thumbs up,,5 năm trước
590,@PivotDreamArt Prisoner 2 I've been gone a long time WTF IS CoD?,,12 năm trước
591,I'm just 14 but who the fuhk would like to pass it I bought a N6a w Ocarina Of Time and Majoras Mask do I regret buying it? NO! It is actually better than most modern games Fuhkin stupid _,,12 năm trước
592,@Coolguylo8go I wish it has no luck though yet,,13 năm trước
593,stephen meinhold It was posted in fucking 2011 it's not an issue,,8 năm trước
594,Dunkeyegs i am so glad you tube have had a change of heart about all that copyright infringement stuff that was getting out of control oh wait a min it still is,,8 năm trước
595,This is bs I meen really why in the hell would the people we call leaders concentrate on sumtin like this when we have got way bigger problems,,12 năm trước
596,i agree,,13 năm trước
597,Well there goes freemans mind,,12 năm trước
598,@mvipersoo The guys are from Warner Bros,,12 năm trước
599,@CptLolles *is*,,13 năm trước
600,You don't deserve to go to jail because you upload a game It's some sick american idea I'm from Sweden and happy to live in a country with some perspective You diverse to go to jail if you sell a game but not for sharing it Don't worry tho Youtube might loose its users but we'll probably use a website from a country like Sweden who doesn't support censorship,,12 năm trước
601,@Crazyfrankie666 hey chill protect ip is opposed by google we're fine google is HUGE!,,12 năm trước
602,Free country my ass,,12 năm trước
603,wait is this uk if not then i'm ok i think,,12 năm trước
604,@dazzskills yes,,13 năm trước
605,@vdub2oo2 They don't care,,13 năm trước
606,@jimllfaxit Honestly not worth it,,12 năm trước
607,@ThicknSwift Yesss but JUSTIN BIEBER IN JAIL!!! We all need to make comprimises sometimes,,12 năm trước
608,@someguytb Not everyone in the world are dumb y'know,,12 năm trước
609,this bil would be kinda of stuip to be passed but i think it eneded anyway but that means most of the user who play games on line then the would loss most of money,,13 năm trước
610,we're doomno wonder the mayan predict tat 2012 end of the world,,12 năm trước
611,nooooo Dai Ling Ping ',,12 năm trước
612,@ltmrnoob I feel like im bieng watched *closess windows*,,13 năm trước
613,dont ever talk about beiber in your videos,,13 năm trước
614,@eroksyoursocks yes free game downloads and hacking tutorials are bad but theyre are other ways withdraw america's troops,,13 năm trước
615,Honestly I am not a fan of you But I heard of this thing and wanted to check it out,,13 năm trước
616,@Xenzorg Cool story bro tell it again,,12 năm trước
617,good thing i live in canada,,12 năm trước
618,@jaynoureddinla i had to write papers on both topics too i found plenty good of both they aren't without their cons which do outweigh the pros in the current worlds' state but still pro's nonetheless and you wrote papers on them? but you can't even type in whole words i'm impressed you could pick up a pencil,,13 năm trước
619,and so true,,13 năm trước
620,This would be fucked up but look what happened with Napster Is Lars Ulrich involved with this bill ? Lol,,11 năm trước
621,and while ur at it tell me whts bad about capitalism?,,13 năm trước
622,@olLisler Doesnt matter africa doesnt have its own youtube or whatever pakistan doesnt have their own machinima their own angryjoe if that passes EVERYONE is fucked,,12 năm trước
623,@Silentkillerg8t it was both he wouldnt of been able to do tht stuff if he had been the president of a nation tht was capitalist,,13 năm trước
624,@Xyrgra lol relax it's called sarcasm Just go out n buy a gaming magazine like we all used to back in the day and read about upcoming games The psn and xbl are obviously going to provide that content for us since I'm sure they will have permission from the companies if not how else are they going to market their upcoming games,,13 năm trước
625,I wouldn't have a problem with this bill if they amend it to make fucking sense Lol I laughed so hard,,12 năm trước
626,watch?vDCcqsgXfppo What if it's a video like this?,,13 năm trước
627,keep pressing 4 LOL dsp is like IT's GOOD!!! football filed goaL,,12 năm trước
628,Dude there being idiots Those companies are not copyrighted for gameplay so there now pretty much taking over every gaming company and saying it is Thats not fair to them because they allow it and now it means all these companies will hardly be advertised because no one knows what the game looks like,,13 năm trước
629,@Eugenea2sl It will put alot of good people in jail for doing something thy love,,12 năm trước
630,@RazorSRaider useless comment moving on,,13 năm trước
631,@MrDotsgg only america,,13 năm trước
632,@DSPGaming Thanks Phil! I'm a huge fan,,13 năm trước
633,As if life is hard enough but now the american coverment is going to shot down youtube so what r we going to do with r lives then get this sorted please,,13 năm trước
634,@MaicoMoon Really its just a few thousand billion Dollars every year who cares?,,13 năm trước
635,@gamepets I hope so,,13 năm trước
636,@Strauss2ea So you're going to see some Polish commentaries ? Come on,,12 năm trước
637,guess wat its only in america and i live in canada,,12 năm trước
638,@Etrajbe if they apply it they will ruin youtube btw apologies accepted,,13 năm trước
639,@choonkl22 Ik just making a joke D,,13 năm trước
640,@scorchyol youtube is banned in china,,13 năm trước
641,Tobuscus move to europe NOW,,13 năm trước
642,@oaskid you tube is an american company,,13 năm trước
643,Random dude Why are you here? Cellmate I raped and killed 10 people Cellmate Why are you here? Random kid I uploaded a video of super mario,,13 năm trước
644,related video WHO THE HELL CARES! related video 2 FUUUUUUUUUUUUUUUUUUU,,12 năm trước
645,What?,,11 năm trước
646,@TakeDatProductions 3 billion peopele worldwide FTFY,,13 năm trước
647,@kabascoolr I found out about it in the news,,12 năm trước
648,Uploaded on my BDAY,,11 năm trước
649,DSP you have Officially earned my RESPECT! I will now sub your channel,,13 năm trước
650,So all the other messed up stuff they do is fine with you but this bill is a step too far? lol,,12 năm trước
651,@mokolllt now im hearing that it was a scam it's fake,,13 năm trước
652,Yes there are many other things that the USA government needs to deal with but this is very important to no matter who and were you are this will fuck the internet so yea this is very serious like he said get off your ass and say something about this and if you have other problems with the government complain about them to,,13 năm trước
653,@TheGraduate2ol2 say wht u will but its the best ecomonic system ever and far surpasses any other in terms of efficiency I LOVE IT!!!!!!!!!! and without it u probably wouldnt even have the computer ur reading this on,,13 năm trước
654,@BananaTofuGaming UTube Is American So It Will Be Banned Worldwide,,13 năm trước
655,So that means it didnt pass right? lol,,11 năm trước
656,@nlepaulenl if you know people in the US tell them,,13 năm trước
657,Your opinion and the fact that you are helping the company by uploading footage of it and getting people to buy their product is illegal? I wish washington DC was Utoya at least get rid of people who deserve to die,,13 năm trước
658,its like what happen to Pokemon it was made into shit,,13 năm trước
659,@jomamaot2e uhhh i ment the show,,13 năm trước
660,i understand tv movies music because there copyrighted but games thats basicly youtube into vlogtube so bill Sgt8youtube sad pepol and vlogtube But if they pass the bill gameing companies and i mean mojang they get aload of buissnes i didnt know about minecraft till the yogscast and i bet looo's of pepol did aswell also live stream websites they go down take games out of the bill im fine leave it in im from england and i watch alot of amarican's do walkthroughs so i will be doing nothing,,13 năm trước
661,this maybe bad for no lifes that see gameplay all day and justin may go to prison for 5 years its good everyday vote YES,,12 năm trước
662,@buggingyou dude google is an american company so if you do any of this stuff in the bill it affects you cuase youtube has to stop that vid,,13 năm trước
663,@Silentkillerg8t everyone abbreviates it got the point acrossed didnt it and if communisms just so great then can u please tell me whts so good about it??? im sure ur just gonna go and quote wikipedia to try n get some info so u can pass as someone who knows somethin but whtever,,13 năm trước
664,you look like SPARTAA,,13 năm trước
665,@raybbo it will __,,13 năm trước
666,@Silentkillerg8t oh and btw comparing communism to democracy is like comparing a goose to a yoyo they have literally nothing to do with eachother communism is an economic system democracy is a form of government in which the average person has a say in things tht will effect them if u want to compare communism to anything then compare it to capitalism both r economic systems there ya go consider urself educated haha,,13 năm trước
667,I wonder how this comment aged,,3 năm trước
668,@nickpegag dude right! This guy sucks now! Damn that was 9 years ago,,3 năm trước
669,@tudoproductions and i just said that because you said people you should of said the americans,,13 năm trước
670,@ToaHurlaks2 And also some people buy games have you even seen the amount of people who buy games?,,13 năm trước
671,@trollingdouchebag This is the country i was born inI wish i was britishOr polish,,12 năm trước
672,d Bill Sgt8,,13 năm trước
673,great video!,,1 năm trước
674,ahh america 11 screw u guys thats illegal,,12 năm trước
675,Such BS,,6 năm trước
676,@GerbalFuzz 19 it's all the same *,,13 năm trước
677,@aFalloutNewVegasa well as halo odst they said 90 and the game was horrible,,13 năm trước
678,CaveManPhil Wtf he's hairy lol,,12 năm trước
679,WTF MAN might as well shut down youtube!!!,,13 năm trước
680,and u go on the store buy it like 60 dollars and u hate the game 60 dollars wasted,,13 năm trước
681,@shonglekwup i agree,,13 năm trước
682,@danner2se Well the F youtube we could always just find another website,,13 năm trước
683,@jhydeea then its their fault,,13 năm trước
684,Did you even read what the bill will do?!?!?!? If it gets passed this won't happen do some research before you make a video now people that are derp will just mindlessly believe this without doing any actual research on the matter themselvesgreat p,,13 năm trước
685,@Walmartlge U mad? Check out date,,12 năm trước
686,You should play on the computer and go to roblox it's awesome,,12 năm trước
687,@Chthonianl2l Oh they knowthey knowlol,,13 năm trước
688,hehe lucky that im not from the us xD i just hope it wont affect everywhere that you can use youtube,,13 năm trước
689,@TehlAnnOwnLeeByukk sorry i was just trying to help man,,13 năm trước
690,That reminds me how many views The Angry Video Game nerd had on his channel again? Oh I don't know around fifty million? That's it enough said Gg American government gg,,12 năm trước
691,i bed you didn't do a thing P,,11 năm trước
692,in the background,,13 năm trước
693,@MegaShanked You mad bro?,,12 năm trước
694,haha this is hilarious in america you get this and in britain they are talking about relaxing on copyright laws L,,13 năm trước
695,@deecandee I'm doing the same speech man Just do some research I found the same information with Google,,12 năm trước
696,WTF NOOO not any part of youtube com on america WTF its the end of the world,,12 năm trước
697,@masterofthecontinuum Best permission request EVAH!,,13 năm trước
698,Nah,,11 năm trước
699,Lets see what anonymous thinks about this bill LOL,,13 năm trước
700,@ProdlgyX2oog it's funnier the one with super mario bros walkthrough,,13 năm trước
701,@giftedlukel Well you better take down those maple story video's or you'll end up going to jail,,12 năm trước
702,@TwistedBlackAQW we could make a new internet thing if this goes throw one that you have to create we should create our own comeon if it does we should all get together and just in case it happens and go all out and create out own internet,,12 năm trước
703,@AssasinsBounty Thanks lol,,12 năm trước
704,Thanks for the vid wow this is complete bs!!!,,12 năm trước
705,this the stupid stuff that happens in america 90 of the videos i watch on youtube and about video gamesi wanted to start game review and gameplay channel but now i just heard about this and its some of the biggest bullshit ive heard i me you have more than 5000 videos classic game room has over 2000 game chasers just started i mean there is just to many viideo game videos so this jsut bullshit they just had to add video games,,13 năm trước
706,this law has just takein in effect and i just broke it D,,12 năm trước
707,I've got an idea We could create the website YouGameuk and every gamer should move to Europe lol D,,13 năm trước
708,@Blacknights2g ah then you would be right haha,,13 năm trước
709,@ACSBehemothHellcat heh owned 3 year olds,,13 năm trước
710,I've never seen this many comments on one site b 4!,,13 năm trước
711,@FamineIsAwesome No it's not You use this website only for watching other players of a game you play upload videos? Sad life lol,,12 năm trước
712,Good job on copying TheGUNNShop,,12 năm trước
713,@LookItsBilliam You don't know what you're talking about do you? Just shut up and do your research It hasn't even passed senate yet And if you don't know what senate is go to school,,13 năm trước
714,@imspada this country is turning into shit,,12 năm trước
715,@Etrajbe machinima mahalo games and other big videogames youtube partners,,13 năm trước
716,@RaptorLlama Youtube is idiot,,13 năm trước
717,@XxIeioHazardxX yea that's right And why would you want to upload a Black Ops video anyway? Just play the game and enjoy it Why upload stupid videos on the internet? Lol?,,12 năm trước
718,@oDiViDE6a good idea riot!!!!!!,,13 năm trước
719,Hey dude maybe you should think about doing research into what this bill actually entails instead of creating dumb reactionary videos with ridiculous view grabbing titles This bill will more than likely have NO effect on any sort of video game coverage,,13 năm trước
720,@PivotDreamArt aha good one m8 really laughed,,12 năm trước
721,is that ur soontobe hubby?,,11 năm trước
722,Im moving back to PR bitchesslolz,,13 năm trước
723,@UBGxJESTER Learn english first,,12 năm trước
724,@TheGraduate2ol2 haha ikr good for u lol,,13 năm trước
725,ok solved chage place to i live in china make a video and they will serch for me in china not in the usa P,,13 năm trước
726,EVERYONE move to germany! xD,,13 năm trước
727,This is badddd,,13 năm trước
728,what the fuck,,13 năm trước
729,@HellsMaverick i cant liek this moar than 1 tiem sadface,,12 năm trước
730,wait you said justin bever got started from this O_O i now approve of this bill death to future JB's just kidding well not the last part thou,,13 năm trước
731,what this is old why is this in my list of new vids what is up whit this why would any one do this to me and why would any one think that this would ever go trou cause to many online games to many big companys that live on things like youtube *game company* then again this bill is in the usa why would any one ellswhere follow this XC its like we in sweden get called to court in the usa for having posted somthing on the internet and flame away D,,13 năm trước
732,Bill check out Hauppauge Gaming Zone,,12 năm trước
733,@GreenkirbyJapan then russia again they will never find me,,13 năm trước
734,@Xenzorg Getting mad over Youtube? Get a life,,12 năm trước
735,fuck this im moving to the uk,,13 năm trước
736,@TheMaxPaings lol,,13 năm trước
737,@DBZvsNarutol yea man BTW in ur user name DBZ would win xD,,12 năm trước
738,@enclavebrandone wow didja look most of those words up in the dictionary so u could try to come off as a person who actually has a brain,,13 năm trước
739,nnnnnnnnnnnnnnnnnnoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,,12 năm trước
740,@Etrajbe its a f*cking joke relax omg!!,,13 năm trước
741,lol He mad,,9 năm trước
742,Bull Shit!,,12 năm trước
743,@uodaisteel no xcal is asian,,13 năm trước
744,up load a pic of you at ee ahh crap i cant shar my life on facebook becayse id go to jail,,12 năm trước
745,i am loving your beard D,,13 năm trước
746,@problemofficer i don't know whether to agree or not with youbut i'll invent the plasma grenade lol jk jk jk jk jk P,,13 năm trước
747,aooooth comment,,13 năm trước
